Date,City,Temperature,Humidity,Pressure,Wind_Speed,Cloud_Cover,Weather,Rainfall
1998-12-17 03:00:00,Kozhikode,23.2,93,1010.5,13.32,82,Rain,0.6
2019-09-04 09:00:00,Adilabad,26.5,85,973,42.84,99,Rain,0.3
2011-11-02 23:00:00,Kota,21.9,44,982,32.76,78,Cloudy,0
2005-01-05 21:00:00,Ahmedabad,19,51,1010.4,35.64,0,Clear,0
2015-06-28 09:00:00,Hubballi,25,76,941,77.04,100,Cloudy,0
2019-04-07 23:00:00,Mysuru,24.6,84,929.1,43.2,10,Clear,0
2013-07-03 22:00:00,Kollam,24.3,93,1008.7,38.52,89,Rain,0.1
2016-05-18 10:00:00,Bikaner,40.4,13,975.5,5.4,0,Clear,0
2006-02-12 15:00:00,Aurangabad,30.6,20,947.7,12.96,0,Clear,0
2004-09-25 07:00:00,Delhi_North,24,73,984.4,6.48,2,Clear,0
2013-08-08 14:00:00,Mangaluru,26.2,85,1006.9,65.52,95,Cloudy,0
2024-04-30 02:00:00,Adilabad,28.6,56,975.9,14.4,82,Cloudy,0
2025-04-01 20:00:00,Warangal,30,49,979,21.96,2,Clear,0
2006-12-24 20:00:00,Wayanad,20.6,68,928.2,32.04,8,Clear,0
2001-03-22 00:00:00,Hubballi,22.6,83,939.1,37.44,22,Clear,0
2011-01-03 23:00:00,Bengaluru,18.7,83,912.1,40.68,100,Cloudy,0
2015-04-10 19:00:00,Bengaluru,29.3,37,912.4,43.92,62,Cloudy,0
1997-03-21 20:00:00,Delhi_North,21.7,50,982,28.8,40,Clear,0
2009-04-10 07:00:00,Junagadh,20.1,45,999.9,29.88,0,Clear,0
2014-12-10 14:00:00,Shivamogga,30.2,47,946,34.56,86,Cloudy,0
1998-03-23 18:00:00,Dharwad,31.2,44,929.3,56.88,16,Clear,0
2006-02-28 20:00:00,Ajmer,21.1,24,957,29.88,0,Clear,0
2002-10-23 21:00:00,Mysuru,22.6,76,928.2,28.8,94,Cloudy,0
2018-02-05 21:00:00,Delhi_North,14.8,59,991.9,25.92,100,Cloudy,0
1997-07-14 07:00:00,New_Delhi,25.8,95,976.2,23.76,100,Rain,1
2000-01-09 17:00:00,Hubballi,29.1,27,939.8,21.96,0,Clear,0
1999-12-29 07:00:00,Hyderabad,17,89,959.5,20.88,0,Clear,0
2008-03-18 05:00:00,Kozhikode,24.1,95,1004.7,12.24,100,Cloudy,0
2019-06-27 21:00:00,Bhavnagar,27.9,91,999.4,40.68,97,Rain,1.6
2021-05-21 21:00:00,Junagadh,27,81,996.3,47.52,14,Clear,0
1997-05-29 08:00:00,Delhi_North,30.4,55,978.1,53.28,0,Clear,0
2020-06-09 16:00:00,Kollam,27.5,84,1005.6,75.6,36,Rain,0.2
2010-07-25 13:00:00,Hyderabad,23.4,91,945.3,90,100,Rain,0.7
2008-04-10 00:00:00,Junagadh,25.3,56,1001.7,20.88,0,Clear,0
1998-06-12 22:00:00,Hubballi,23.3,89,940.2,61.56,95,Cloudy,0
2006-04-29 17:00:00,Kalaburagi,39.7,13,952.9,19.44,64,Cloudy,0
2023-04-13 14:00:00,Kalaburagi,39.7,16,959,6.48,100,Cloudy,0
2000-10-02 02:00:00,Kalaburagi,22.1,90,957.9,25.2,9,Clear,0
2001-08-26 05:00:00,Amravati,24.1,89,967.4,39.6,74,Cloudy,0
2019-09-05 13:00:00,Khammam,29.9,71,985.1,54,97,Rain,0.1
2024-09-05 17:00:00,Kollam,27.5,80,1005.3,77.76,68,Cloudy,0
2023-05-17 02:00:00,Barmer,29,62,982.9,86.76,0,Clear,0
2024-10-17 03:00:00,Kota,21,71,979.7,29.88,15,Clear,0
2018-11-07 13:00:00,Karimnagar,31.3,50,981.2,19.8,55,Rain,0.1
2000-01-14 03:00:00,Ganganagar,5.4,59,988.6,32.76,1,Clear,0
1997-11-04 07:00:00,Mumbai,26.4,79,1014.3,34.92,0,Clear,0
2015-08-01 14:00:00,Warangal,31.5,56,977.5,46.08,100,Cloudy,0
2009-06-07 04:00:00,New_Delhi,26.4,46,971.6,19.8,19,Clear,0
2019-03-29 18:00:00,Khammam,32.7,39,992.6,21.24,0,Clear,0
2005-04-20 12:00:00,Ganganagar,37.2,12,993.3,13.68,98,Cloudy,0
2015-09-18 16:00:00,Hyderabad,29.5,63,946.8,47.52,95,Cloudy,0
1997-01-10 22:00:00,Bhavnagar,21.2,67,1014.3,28.8,13,Clear,0
2002-04-22 09:00:00,Bengaluru,27.2,56,913.1,33.12,65,Cloudy,0
2016-07-27 04:00:00,Ahmedabad,25.8,93,997.1,32.4,100,Rain,0.6
2017-01-20 04:00:00,Hubballi,17.4,63,943.8,41.76,0,Clear,0
2002-04-14 10:00:00,Surat,31.4,37,1009,32.04,0,Clear,0
2016-11-30 18:00:00,Ganganagar,23.3,47,994,30.6,0,Clear,0
2014-01-27 20:00:00,Thiruvananthapuram,27,64,1009.6,6.84,0,Clear,0
2000-01-22 16:00:00,Khammam,31.2,38,995.8,40.68,0,Clear,0
2018-02-03 17:00:00,Pune,29.3,20,948.7,36,0,Clear,0
2001-12-13 21:00:00,Shivamogga,21.9,36,950.9,39.96,0,Clear,0
2018-10-31 07:00:00,Jaipur,19.9,67,968.1,25.56,0,Clear,0
2013-03-05 01:00:00,Bhavnagar,23.8,49,1009.7,32.04,0,Clear,0
1999-06-14 08:00:00,Junagadh,28.2,79,995.3,27.36,97,Cloudy,0
2014-11-09 20:00:00,Delhi_North,23.6,47,989.7,31.32,0,Clear,0
2023-02-17 17:00:00,Chikkamagaluru,26.1,21,900.5,49.32,0,Clear,0
1997-07-19 02:00:00,Anand,28,79,996.6,38.16,74,Cloudy,0
2002-12-24 19:00:00,Ahmedabad,23.4,55,1006.2,23.4,9,Clear,0
2011-08-12 14:00:00,Thrissur,26,91,1004,37.8,99,Rain,1.6
1998-11-18 08:00:00,Amravati,21.1,77,973.2,9.36,9,Clear,0
2019-02-02 10:00:00,Kollam,31.1,42,1011.9,37.8,0,Clear,0
1998-03-21 19:00:00,Kochi,29.1,72,1010.1,13.68,1,Clear,0
2009-05-13 14:00:00,Amravati,42.7,16,963.1,37.8,30,Clear,0
2015-01-31 19:00:00,Hubballi,25.1,40,944.1,28.44,2,Clear,0
2017-03-19 16:00:00,Chikkamagaluru,30.4,25,900.1,16.92,81,Cloudy,0
2009-11-22 01:00:00,Kozhikode,23.5,97,1010.6,10.08,98,Rain,0.1
2025-01-04 14:00:00,Junagadh,28,43,1002.5,30.6,0,Clear,0
2001-07-22 05:00:00,Delhi_North,25.2,99,974.5,16.2,98,Rain,0.4
2014-12-29 10:00:00,Ajmer,15.4,47,963.5,46.08,0,Clear,0
2015-03-17 17:00:00,Kochi,29.3,75,1008.2,37.8,98,Cloudy,0
2022-08-21 04:00:00,Hyderabad,23.1,86,948.7,64.8,100,Cloudy,0
2019-05-24 11:00:00,Ganganagar,32.8,41,986.3,19.44,2,Clear,0
2002-01-23 03:00:00,Hubballi,18.4,79,940.4,23.76,0,Clear,0
2005-02-15 20:00:00,Anand,26.2,53,1004.7,50.4,0,Clear,0
1996-12-29 12:00:00,Bengaluru,22.5,52,916.8,55.8,4,Clear,0
2023-06-20 06:00:00,Hubballi,23.5,87,937.8,50.4,87,Cloudy,0
2018-01-13 09:00:00,Kota,18.2,44,988.1,8.28,42,Clear,0
1996-03-27 15:00:00,Ahmedabad,39.4,18,996.9,57.24,0,Clear,0
1996-12-20 18:00:00,Shivamogga,23.5,47,948.8,29.88,96,Cloudy,0
2018-05-12 02:00:00,Thiruvananthapuram,24,96,1007.2,20.16,100,Rain,0.2
2021-09-22 13:00:00,Mumbai,26.8,88,1005.4,50.4,80,Rain,0.5
2013-02-25 18:00:00,Ajmer,23.2,31,960.6,28.44,0,Clear,0
2003-05-28 08:00:00,Udaipur,27.8,56,944.6,55.8,1,Clear,0
2004-06-20 23:00:00,Nashik,22.9,95,943.2,83.52,100,Rain,0.2
2020-10-01 01:00:00,Jodhpur,26.8,65,981.6,42.48,1,Clear,0
2004-04-14 11:00:00,Mysuru,32.3,45,929.6,8.28,0,Clear,0
2010-03-04 08:00:00,Karimnagar,28.4,40,979.8,34.92,13,Clear,0
2001-12-19 13:00:00,Wayanad,28.3,46,929.9,50.4,69,Cloudy,0
2015-09-07 18:00:00,Karimnagar,26.3,89,977.7,21.6,98,Rain,0.1
2025-09-12 09:00:00,New_Delhi,29.8,66,984.7,39.24,0,Clear,0
2008-06-12 14:00:00,Nizamabad,28.7,68,959,52.2,100,Rain,3.4
2011-10-28 22:00:00,Aurangabad,21.6,52,946.5,30.24,0,Clear,0
2012-10-25 16:00:00,Hubballi,29,54,938.9,16.56,35,Clear,0
2011-10-23 06:00:00,Khammam,23.5,95,995.5,14.4,9,Clear,0
2014-07-20 07:00:00,Jaipur,26.3,83,951.6,54,72,Cloudy,0
2011-04-09 22:00:00,Mangaluru,28.1,76,1010,43.92,20,Clear,0
2016-05-03 13:00:00,Mumbai,33.3,56,1007.9,59.76,0,Clear,0
2003-02-19 07:00:00,Hyderabad,20.8,88,956.9,32.76,0,Clear,0
2002-12-26 11:00:00,Kota,22.7,50,988.4,21.96,0,Clear,0
2021-04-25 19:00:00,Ahmedabad,35,14,1000.6,25.92,48,Clear,0
1996-10-31 04:00:00,Kollam,23.1,94,1008.2,23.04,59,Clear,0
2025-01-07 16:00:00,Kozhikode,29.8,53,1006.7,48.6,0,Clear,0
1999-11-12 11:00:00,Kochi,27.9,72,1012.7,10.44,14,Clear,0
1997-05-29 04:00:00,Rajkot,25.9,84,992.3,77.4,41,Clear,0
2002-09-08 07:00:00,Mysuru,21.5,87,929.1,50.76,100,Cloudy,0
2019-04-14 08:00:00,Rajkot,29.2,50,997,41.4,8,Clear,0
2017-06-13 11:00:00,Aurangabad,29,66,939.9,52.2,96,Cloudy,0
2016-02-08 07:00:00,Dharwad,18.1,72,931.8,31.68,46,Clear,0
1999-05-10 06:00:00,Thrissur,24.9,92,1006.3,23.76,100,Cloudy,0
2011-06-15 10:00:00,Nizamabad,30.6,50,962.5,78.12,100,Cloudy,0
2022-02-09 17:00:00,Kollam,28.5,65,1006.7,45.72,100,Cloudy,0
2004-11-03 02:00:00,Chikkamagaluru,18.8,92,900.2,34.56,51,Clear,0
2008-03-23 14:00:00,Jaipur,33.3,13,960.2,13.68,32,Clear,0
2021-12-22 21:00:00,Dharwad,20.3,58,932.5,28.08,0,Clear,0
2020-04-05 10:00:00,Anand,35.4,18,1007.6,19.8,0,Clear,0
2023-06-02 21:00:00,Kollam,27,91,1009.5,18.72,100,Cloudy,0
2007-06-24 14:00:00,Mangaluru,26.3,90,1006.6,74.52,100,Rain,0.2
1996-10-06 00:00:00,Dharwad,19.5,98,930.2,31.68,90,Cloudy,0
1996-06-30 16:00:00,Bharuch,31.5,65,1001.4,99.36,62,Rain,0.2
1997-06-13 18:00:00,Warangal,31.3,61,973.9,28.8,100,Cloudy,0
2020-08-07 17:00:00,Ganganagar,36,48,977.7,49.68,11,Clear,0
1997-07-20 19:00:00,Ahmedabad,28.9,77,996.3,21.6,97,Rain,0.1
2006-03-14 04:00:00,Kochi,25,79,1009.5,18.72,1,Clear,0
2022-02-03 22:00:00,Anand,17.2,37,1005.9,27.36,0,Clear,0
2022-10-27 21:00:00,Surat,24.4,68,1011.2,37.8,0,Clear,0
2013-06-11 17:00:00,Ahmedabad,30.8,66,992,70.2,90,Rain,0.3
1996-02-25 17:00:00,Hubballi,33.1,21,940.9,47.52,36,Clear,0
2018-11-29 02:00:00,Nashik,17.2,59,948.9,30.24,85,Cloudy,0
2021-06-24 08:00:00,Mysuru,23.9,74,929.7,58.32,89,Cloudy,0
2019-02-11 15:00:00,Hyderabad,28.9,42,958.2,38.16,77,Cloudy,0
2001-02-24 01:00:00,Nashik,20.6,55,946.3,3.96,0,Clear,0
2015-02-23 03:00:00,Ahmedabad,20,66,1005.6,16.92,0,Clear,0
2012-03-04 12:00:00,Adilabad,34.6,14,980.6,32.4,18,Clear,0
2013-02-08 02:00:00,Bikaner,10.8,81,991.6,14.4,0,Clear,0
2003-01-12 22:00:00,Dharwad,22.5,43,935.2,30.96,98,Cloudy,0
2024-02-18 04:00:00,Adilabad,19.5,43,979.9,28.8,10,Clear,0
2008-08-08 19:00:00,Amravati,24.4,89,961.8,44.28,100,Rain,1.6
1999-11-16 17:00:00,Ajmer,27.4,29,961.1,24.84,8,Clear,0
2023-09-13 17:00:00,Thrissur,27.9,80,1005.5,38.88,100,Rain,0.1
2018-11-28 19:00:00,Shivamogga,21.1,60,947.3,31.68,0,Clear,0
2005-11-01 18:00:00,Kota,26.2,26,980.6,29.88,0,Clear,0
2001-03-07 05:00:00,Nagpur,21,39,976.1,28.08,48,Clear,0
1997-03-15 17:00:00,Nashik,33.1,21,946.8,19.8,0,Clear,0
2016-07-12 03:00:00,Idukki,18.2,100,895.6,44.64,100,Rain,1
2019-03-23 19:00:00,Kozhikode,28.6,76,1008.2,48.24,6,Clear,0
1996-11-20 07:00:00,Kochi,25.2,90,1011.6,8.64,84,Cloudy,0
2012-02-06 11:00:00,Bharuch,25.6,35,1012.7,33.84,0,Clear,0
1996-05-29 08:00:00,Solapur,27.7,60,953.7,73.08,53,Clear,0
2025-05-26 22:00:00,Nizamabad,24.4,94,958,22.68,100,Cloudy,0
2006-01-12 20:00:00,Rajkot,20,27,999.5,34.92,0,Clear,0
2015-11-07 14:00:00,Solapur,33.3,29,958.3,46.08,88,Cloudy,0
1996-04-09 17:00:00,Wayanad,24.8,82,924.4,33.84,76,Cloudy,0
1997-05-08 09:00:00,Jaipur,31.4,32,959.6,31.68,0,Clear,0
2002-06-11 09:00:00,Ratnagiri,26.4,87,997.7,21.24,100,Cloudy,0
2013-02-09 00:00:00,Solapur,26,51,959.2,47.88,23,Clear,0
2009-10-13 12:00:00,Kozhikode,28.4,74,1010.7,12.96,66,Cloudy,0
2013-01-17 01:00:00,Kolhapur,19.1,70,950.1,22.68,0,Clear,0
2006-08-13 17:00:00,Warangal,28.9,69,970.6,27.36,100,Cloudy,0
2008-03-21 23:00:00,Karimnagar,26.4,71,978.3,47.88,70,Cloudy,0
2006-07-13 13:00:00,Nagpur,31.3,60,966.3,59.76,88,Cloudy,0
2002-09-16 02:00:00,New_Delhi,25.2,93,981.5,29.88,72,Cloudy,0
2007-03-09 16:00:00,Amravati,33.3,19,969.8,33.84,0,Clear,0
2013-09-20 13:00:00,Shivamogga,22.5,98,941.2,59.4,100,Rain,0.6
2018-08-12 16:00:00,Adilabad,28.2,72,968.6,56.52,100,Cloudy,0
2010-06-09 17:00:00,Ratnagiri,29.3,75,995.2,39.24,100,Rain,1.1
2003-04-23 08:00:00,Kochi,27.4,83,1011.1,6.48,86,Cloudy,0
1998-10-07 18:00:00,Surat,30.5,70,1003,31.32,16,Clear,0
2011-11-01 04:00:00,Jodhpur,17.7,62,986.2,29.16,0,Clear,0
2026-02-27 04:00:00,Jaipur,17.2,53,958.5,16.92,0,Clear,0
1996-11-02 21:00:00,Mumbai,25.3,78,1010.1,34.2,0,Clear,0
2008-06-10 00:00:00,Nashik,23,93,939.8,64.08,100,Rain,0.1
1998-10-10 15:00:00,Karimnagar,30.2,69,973.6,31.68,33,Rain,0.1
2020-12-13 17:00:00,Ratnagiri,26,83,1000.5,16.56,99,Cloudy,0
1997-08-21 16:00:00,Solapur,29,59,951.2,70.2,100,Rain,2.8
2016-08-19 22:00:00,Delhi_North,27.9,90,975.9,30.24,99,Cloudy,0
2013-01-21 06:00:00,Adilabad,16.4,66,985.7,23.76,12,Clear,0
2023-10-11 12:00:00,Wayanad,27.4,65,928.3,25.2,100,Rain,0.3
2006-12-14 16:00:00,Mysuru,26.9,42,930.1,66.24,4,Clear,0
2019-06-28 02:00:00,Mumbai,26.2,94,1002.6,62.64,100,Rain,2.8
2014-09-23 01:00:00,Kota,24.1,83,978.8,34.92,0,Clear,0
2008-03-31 20:00:00,Nashik,24.4,35,945.2,45.36,0,Clear,0
2004-12-01 20:00:00,Kolhapur,23.5,34,950.8,31.68,20,Clear,0
2025-11-27 11:00:00,Nizamabad,27.8,45,972.6,47.88,0,Clear,0
2007-07-22 15:00:00,Rajkot,32.3,55,985.8,55.8,36,Clear,0
2001-09-29 07:00:00,Kalaburagi,24,89,954.4,31.68,100,Cloudy,0
2001-11-03 09:00:00,Nashik,26.1,46,950.7,29.88,0,Clear,0
2018-08-22 11:00:00,Shivamogga,26.1,68,946,84.24,37,Rain,0.4
2006-05-16 05:00:00,Adilabad,31.3,36,975.5,56.88,1,Clear,0
2002-02-11 03:00:00,Delhi_North,10.5,80,987.9,14.04,100,Rain,0.1
2009-06-27 00:00:00,Ahmedabad,29.7,72,995,44.28,54,Clear,0
1998-01-13 06:00:00,Udaipur,12.9,75,947,26.64,88,Cloudy,0
2017-03-31 21:00:00,Idukki,22,79,901.5,8.28,7,Clear,0
2014-07-25 00:00:00,Chikkamagaluru,19.5,93,898.7,50.76,97,Rain,0.2
2017-06-27 00:00:00,Bikaner,34,47,972.8,59.4,26,Clear,0
2006-03-06 02:00:00,Rajkot,18.6,90,996.9,32.04,0,Clear,0
2011-08-18 20:00:00,Bharuch,26.3,87,1001.6,48.96,100,Cloudy,0
1998-10-15 13:00:00,Wayanad,20.8,98,925.6,44.64,100,Rain,0.9
2000-07-19 13:00:00,Nizamabad,26.9,72,957.7,75.24,100,Cloudy,0
2005-05-18 13:00:00,Kozhikode,32.4,57,1005.9,43.2,21,Clear,0
1996-12-18 13:00:00,Nashik,27.4,39,949.8,56.52,96,Cloudy,0
1996-06-25 12:00:00,Mangaluru,28.6,81,1006,36.72,82,Rain,0.1
2002-12-19 10:00:00,Rajkot,22.8,72,999.8,19.44,10,Clear,0
2018-01-02 03:00:00,Ahmedabad,15.3,55,1004.5,42.12,0,Clear,0
2020-12-20 02:00:00,Bhavnagar,19.1,83,1014.1,28.44,39,Clear,0
2021-05-22 04:00:00,Chikkamagaluru,19,99,896.2,44.64,100,Cloudy,0
2010-02-28 09:00:00,Kalaburagi,28.6,41,963.6,24.48,0,Clear,0
2000-03-08 23:00:00,Nagpur,23.6,27,974.1,37.08,0,Clear,0
2021-07-19 18:00:00,Chikkamagaluru,18.9,95,895.7,87.12,98,Rain,0.6
1999-06-18 12:00:00,Mangaluru,25.9,89,1005.2,71.28,100,Rain,0.4
2000-06-25 14:00:00,Mangaluru,28.5,78,1005.3,35.28,69,Cloudy,0
2001-11-24 11:00:00,Warangal,27.5,46,985.9,19.8,1,Clear,0
1998-08-10 08:00:00,Ajmer,27.7,81,947.7,3.96,67,Cloudy,0
2010-10-19 18:00:00,Solapur,25.6,84,955.2,25.92,83,Rain,0.4
2007-12-02 10:00:00,Karimnagar,25.5,64,985.8,16.56,94,Cloudy,0
1998-05-11 19:00:00,Kolhapur,29.6,47,945.2,59.76,0,Clear,0
1996-10-04 13:00:00,Hyderabad,26.5,70,950.7,100.08,92,Rain,0.1
2024-11-10 05:00:00,Udaipur,19.8,51,950.3,19.44,0,Clear,0
1999-03-19 02:00:00,Kochi,26.1,88,1006.9,9.72,54,Clear,0
2015-05-19 16:00:00,Kalaburagi,41,17,952.3,16.92,34,Clear,0
2004-07-03 17:00:00,Idukki,19.1,90,893.8,37.08,100,Rain,0.3
2017-07-01 00:00:00,Nashik,22.5,99,938.7,85.32,100,Rain,0.1
1999-03-09 15:00:00,Kota,32.3,14,975.5,40.68,0,Clear,0
2002-05-07 05:00:00,Mumbai,28.6,86,1004.9,16.92,67,Cloudy,0
2004-11-10 17:00:00,Mysuru,23.7,78,927.8,22.32,98,Rain,0.5
2012-04-26 00:00:00,Anand,27,51,1002.6,29.16,0,Clear,0
1998-10-16 10:00:00,Pune,25.6,72,947.8,72,31,Clear,0
2013-08-14 12:00:00,Nashik,23.9,84,941.2,61.2,86,Rain,0.2
2023-03-30 20:00:00,Chikkamagaluru,22.1,61,899.9,28.8,100,Cloudy,0
2016-01-18 07:00:00,Solapur,19,55,959.1,18,70,Cloudy,0
1999-08-20 16:00:00,Udaipur,29.1,62,943.7,40.68,47,Clear,0
2020-07-09 00:00:00,Mumbai,26.3,94,1005.1,60.48,47,Rain,0.4
1998-01-16 18:00:00,Bengaluru,25.4,31,910.9,37.8,0,Clear,0
2022-10-03 18:00:00,Anand,29,66,1002.7,18,16,Clear,0
1999-08-26 21:00:00,Thiruvananthapuram,24.8,88,1011.1,55.08,98,Cloudy,0
2010-06-05 01:00:00,Ahmedabad,30.6,61,1001.6,70.2,0,Clear,0
1997-01-17 14:00:00,Hyderabad,26.5,37,958,12.24,71,Cloudy,0
2025-01-04 19:00:00,Thiruvananthapuram,27.8,74,1009.6,30.96,100,Cloudy,0
2002-07-08 19:00:00,Bharuch,28.4,79,1000.8,78.12,98,Cloudy,0
2019-07-27 01:00:00,Kochi,25.1,95,1008.5,20.88,100,Rain,0.1
2004-06-16 14:00:00,Amravati,29.7,69,959.2,75.96,100,Rain,0.2
2022-05-30 00:00:00,Junagadh,26.2,80,996,40.32,16,Clear,0
2023-06-09 18:00:00,Ratnagiri,28.5,81,996.6,74.88,7,Clear,0
1996-09-11 17:00:00,Mumbai,27.7,81,1003,38.52,74,Rain,0.2
2005-12-11 08:00:00,Ahmedabad,16.6,44,1010,51.48,0,Clear,0
2022-12-03 20:00:00,Ratnagiri,26.9,67,1003.3,29.88,15,Clear,0
2015-01-27 09:00:00,Kota,12.6,96,990.7,14.04,91,Cloudy,0
2007-01-22 13:00:00,Hubballi,31.1,24,946,29.52,67,Cloudy,0
2015-05-23 16:00:00,Anand,41.3,23,996.9,63.36,6,Clear,0
2006-11-17 00:00:00,Nizamabad,19.5,80,968,22.32,0,Clear,0
2008-08-23 16:00:00,Kozhikode,26.7,79,1005.7,51.48,98,Rain,0.2
2009-08-13 09:00:00,Warangal,28.3,74,976.8,56.16,99,Cloudy,0
2022-11-13 18:00:00,Pune,22.5,55,949.2,28.44,0,Clear,0
1997-12-26 11:00:00,Mumbai,24.3,58,1015.1,8.28,3,Clear,0
2019-04-20 23:00:00,Chikkamagaluru,20.8,76,898,30.96,10,Clear,0
2010-05-28 19:00:00,Ratnagiri,30,68,999.3,41.76,56,Clear,0
2008-07-21 20:00:00,Amravati,28.7,67,965.4,19.8,100,Cloudy,0
2026-03-08 22:00:00,Mangaluru,27.5,83,1009.3,19.08,16,Clear,0
2018-11-29 19:00:00,Nagpur,22.3,55,980.8,19.44,0,Clear,0
1996-02-25 18:00:00,Mumbai,25,73,1010,53.28,0,Clear,0
2019-01-30 18:00:00,Wayanad,23.5,43,928.1,38.52,6,Clear,0
2020-04-03 10:00:00,Idukki,28.5,37,901.8,33.84,43,Clear,0
2024-02-27 18:00:00,Anand,30.5,30,1006.4,34.92,6,Clear,0
2025-01-17 18:00:00,Kozhikode,27.6,76,1007,14.4,4,Clear,0
2011-12-26 17:00:00,Mangaluru,27.9,60,1006.4,47.52,2,Clear,0
2016-04-03 01:00:00,Thiruvananthapuram,27,88,1010.1,18.72,14,Clear,0
2001-02-14 23:00:00,Kozhikode,25.9,81,1010,12.24,5,Clear,0
2019-06-20 10:00:00,Kota,29.2,75,975.2,12.6,93,Cloudy,0
2021-03-09 07:00:00,New_Delhi,20.1,82,988.1,38.52,31,Clear,0
2010-06-16 05:00:00,Udaipur,26.4,77,941,14.4,90,Cloudy,0
2022-09-01 08:00:00,Chikkamagaluru,21.8,86,898,7.2,100,Cloudy,0
1999-05-11 14:00:00,Pune,35.4,29,945.8,45.36,5,Clear,0
2016-05-29 00:00:00,Surat,29.3,77,1004.2,100.44,4,Clear,0
2001-05-21 19:00:00,Udaipur,33,37,941.4,46.8,24,Clear,0
2015-05-23 03:00:00,Aurangabad,26.1,61,941.1,55.8,1,Clear,0
2006-12-22 01:00:00,Wayanad,17.5,89,926.4,35.64,100,Cloudy,0
2018-01-13 08:00:00,Bharuch,25.1,44,1011.4,42.12,13,Clear,0
2010-11-29 05:00:00,Ganganagar,10.5,75,994.3,28.44,0,Clear,0
2001-03-11 06:00:00,Ajmer,16.4,40,956.9,31.68,0,Clear,0
2012-09-18 06:00:00,Dharwad,20.2,94,929.1,27,100,Cloudy,0
2015-02-07 08:00:00,Kota,15.8,75,987.5,24.48,22,Clear,0
2013-02-25 07:00:00,Bharuch,17.9,63,1012.4,33.84,0,Clear,0
2014-07-14 15:00:00,Bharuch,30.9,65,996.7,46.08,99,Cloudy,0
2021-11-13 12:00:00,Warangal,28.4,70,979.2,31.32,100,Rain,0.1
2010-04-12 03:00:00,Udaipur,25.8,45,942.7,28.44,72,Cloudy,0
2025-10-22 17:00:00,Kollam,26.2,86,1005.6,56.88,97,Rain,3.4
2000-03-28 17:00:00,Warangal,34.2,24,978.4,19.44,89,Cloudy,0
2000-07-04 07:00:00,Hyderabad,23,90,947.6,47.52,82,Cloudy,0
1999-05-07 21:00:00,Udaipur,29.7,34,942.1,37.8,0,Clear,0
2023-03-14 09:00:00,Udaipur,27,33,951.3,17.28,0,Clear,0
2008-12-01 14:00:00,Rajkot,24.3,62,997.9,33.84,100,Rain,0.3
2001-03-15 04:00:00,Amravati,23.7,57,971.2,10.44,22,Clear,0
2007-08-06 17:00:00,Ajmer,27.2,80,943.5,21.96,100,Cloudy,0
2024-06-11 20:00:00,Surat,30.5,72,1002.4,74.52,74,Cloudy,0
2006-06-28 09:00:00,Khammam,28.5,71,989.8,43.92,99,Cloudy,0
2019-04-28 07:00:00,Bikaner,30,22,980.9,31.68,0,Clear,0
2023-05-29 18:00:00,Ratnagiri,29.9,75,999.2,72,4,Clear,0
2022-09-18 17:00:00,Chikkamagaluru,21.4,80,898.1,46.8,66,Rain,0.1
2013-03-31 13:00:00,Ratnagiri,32.6,44,998.9,36.72,0,Clear,0
2017-06-05 10:00:00,Rajkot,35,46,991.6,54,19,Clear,0
2025-05-08 03:00:00,Nizamabad,25.7,55,962.3,29.52,0,Clear,0
1996-09-20 00:00:00,Barmer,27.4,63,982.2,96.48,0,Clear,0
2019-07-06 13:00:00,Bharuch,27,93,997,52.56,100,Rain,0.7
2013-08-31 02:00:00,Kolhapur,21.4,96,946.4,29.88,61,Cloudy,0
2006-02-21 04:00:00,Adilabad,23,45,979.2,18.36,0,Clear,0
2020-03-04 19:00:00,Bikaner,27.5,20,980.8,9,64,Cloudy,0
2016-11-10 23:00:00,Karimnagar,17.6,81,981.3,21.96,0,Clear,0
2007-04-17 01:00:00,Junagadh,24.6,85,998.7,19.8,4,Clear,0
2009-12-19 17:00:00,Surat,28.6,53,1012,19.44,9,Clear,0
1999-08-17 00:00:00,New_Delhi,27.7,88,978.9,20.16,100,Cloudy,0
2007-05-23 10:00:00,Bhavnagar,30.7,58,1005.9,18.36,0,Clear,0
2023-03-21 13:00:00,Dharwad,31.8,18,929.5,37.8,0,Clear,0
1998-07-03 08:00:00,Kozhikode,25,95,1007.5,31.32,100,Rain,1.8
2006-08-06 01:00:00,Aurangabad,22.2,93,937,84.96,100,Rain,2
2011-02-27 14:00:00,Shivamogga,31.2,35,946,31.68,34,Clear,0
2023-01-13 11:00:00,Adilabad,26.9,35,984.9,15.48,0,Clear,0
2001-03-28 08:00:00,New_Delhi,24.5,42,979.7,28.8,100,Cloudy,0
2023-11-26 03:00:00,Chikkamagaluru,17.6,99,899.8,56.16,100,Cloudy,0
2019-04-14 08:00:00,Kalaburagi,31.8,38,961.9,20.16,0,Clear,0
1996-11-09 02:00:00,New_Delhi,14.6,78,988.3,25.2,0,Clear,0
2016-12-18 09:00:00,Ajmer,17.9,60,963.5,23.04,5,Clear,0
2024-07-04 11:00:00,Bikaner,37.5,47,974,61.2,99,Cloudy,0
2017-10-18 03:00:00,Bengaluru,20.1,93,907.8,14.4,99,Cloudy,0
