City,Temperature,Humidity,Pressure,Wind_Speed,Cloud_Cover,Weather,Rainfall,Year,Month,Day,Hour,DayOfWeek,Season
35,25.7,55,962.3,29.52,0,0,0.0,2025,5,8,3,4,2
6,27.4,63,982.2,96.48,0,0,0.0,1996,9,20,0,0,1
8,27.0,93,997.0,52.56,100,2,0.7,2019,7,6,13,2,0
25,21.4,96,946.4,29.88,61,1,0.0,2013,8,31,2,2,0
0,23.0,45,979.2,18.36,0,0,0.0,2006,2,21,4,5,3
10,27.5,20,980.8,9.0,64,1,0.0,2020,3,4,19,6,2
22,17.6,81,981.3,21.96,0,0,0.0,2016,11,10,23,4,1
20,24.6,85,998.7,19.8,4,0,0.0,2007,4,17,1,5,2
41,28.6,53,1012.0,19.44,9,0,0.0,2009,12,19,17,2,3
34,27.7,88,978.9,20.16,100,1,0.0,1999,8,17,0,5,0
9,30.7,58,1005.9,18.36,0,0,0.0,2007,5,23,10,6,2
13,31.8,18,929.5,37.8,0,0,0.0,2023,3,21,13,5,2
28,25.0,95,1007.5,31.32,100,2,1.8,1998,7,3,8,0,0
5,22.2,93,937.0,84.96,100,2,2.0,2006,8,6,1,3,0
39,31.2,35,946.0,31.68,34,0,0.0,2011,2,27,14,3,3
0,26.9,35,984.9,15.48,0,0,0.0,2023,1,13,11,0,3
34,24.5,42,979.7,28.8,100,1,0.0,2001,3,28,8,6,2
11,17.6,99,899.8,56.16,100,1,0.0,2023,11,26,3,3,1
21,31.8,38,961.9,20.16,0,0,0.0,2019,4,14,8,3,2
34,14.6,78,988.3,25.2,0,0,0.0,1996,11,9,2,2,1
2,17.9,60,963.5,23.04,5,0,0.0,2016,12,18,9,3,3
10,37.5,47,974.0,61.2,99,1,0.0,2024,7,4,11,4,0
7,20.1,93,907.8,14.4,99,1,0.0,2017,10,18,3,6,1
38,21.1,95,1003.7,4.68,3,0,0.0,2004,2,28,7,2,3
4,23.5,47,1010.8,32.4,0,0,0.0,2006,11,11,22,2,1
42,24.2,93,1007.5,72.72,100,2,0.7,2009,9,30,5,6,1
43,24.9,95,1006.6,14.76,100,1,0.0,2008,5,19,6,1,2
17,18.4,100,895.7,21.24,100,1,0.0,2000,6,10,2,2,0
12,19.5,38,988.0,30.6,0,0,0.0,2001,3,4,19,3,2
4,30.3,41,1004.1,9.0,99,1,0.0,2015,3,29,21,3,2
14,15.2,92,986.7,24.48,1,0,0.0,2005,3,28,5,1,2
11,22.2,74,899.6,19.8,38,0,0.0,2001,2,25,21,3,3
17,18.4,100,894.6,9.36,100,2,1.3,2009,11,9,22,1,1
0,29.3,67,976.5,37.8,99,2,0.3,2000,8,1,11,5,0
40,22.7,35,961.7,32.4,0,0,0.0,2023,2,28,4,5,3
27,32.0,28,984.0,16.2,0,0,0.0,2002,10,2,9,6,1
25,21.6,69,947.7,13.32,85,1,0.0,2026,2,25,3,6,3
36,13.1,83,948.6,22.68,2,0,0.0,2022,1,10,3,1,3
30,27.5,83,1004.2,92.88,99,2,0.1,2017,7,24,20,1,0
20,26.5,91,989.8,59.76,86,1,0.0,1997,7,16,2,6,0
16,30.8,48,948.9,50.04,100,1,0.0,2004,6,30,15,6,0
4,16.2,58,1009.0,29.88,0,0,0.0,2022,11,19,3,2,1
16,25.6,36,957.7,29.52,0,0,0.0,2005,3,13,8,3,2
22,32.0,59,971.6,41.4,94,1,0.0,2021,6,26,14,2,0
28,29.0,75,1006.7,46.44,100,1,0.0,2012,6,10,14,3,0
8,41.7,12,1006.6,34.92,0,0,0.0,1998,4,2,14,4,2
12,29.5,65,984.8,3.6,0,0,0.0,2010,10,2,10,2,1
8,30.6,61,1009.1,54.0,99,1,0.0,2019,10,19,13,2,1
1,19.3,55,1010.1,33.12,33,0,0.0,2006,12,15,0,0,3
6,21.2,34,988.2,48.24,0,0,0.0,2010,2,28,3,3,3
22,29.0,33,974.9,42.84,1,0,0.0,1997,5,26,6,1,2
0,29.1,71,968.9,25.92,100,1,0.0,2005,8,2,15,5,0
43,26.1,63,1010.6,63.72,5,0,0.0,2023,3,1,5,6,2
1,29.7,19,1007.7,36.36,0,0,0.0,2010,2,12,14,0,3
1,19.5,53,1010.6,29.16,100,1,0.0,2024,1,28,22,3,3
11,20.8,93,899.1,9.36,14,0,0.0,2014,3,24,1,1,2
45,27.5,46,987.0,17.28,4,0,0.0,2001,12,26,13,6,3
32,33.2,46,971.1,33.48,1,0,0.0,2013,5,6,7,1,2
12,12.2,64,986.5,13.32,8,0,0.0,2001,2,27,5,5,3
39,28.1,61,946.0,25.2,97,1,0.0,1996,3,31,9,3,2
0,31.1,48,977.9,30.24,20,0,0.0,2005,10,4,16,5,1
31,23.1,90,926.0,60.48,99,2,0.1,2018,6,12,7,5,0
9,24.7,95,1005.5,18.0,100,1,0.0,2022,10,12,4,6,1
13,24.4,89,931.7,59.04,82,1,0.0,2017,5,8,22,1,2
11,18.5,98,895.8,65.88,100,2,0.2,2020,8,11,4,5,0
3,24.2,90,963.6,60.48,100,2,0.6,1998,7,6,3,1,0
15,22.6,88,944.4,12.96,99,1,0.0,2018,10,18,8,4,1
3,32.3,21,968.5,46.44,1,0,0.0,2023,4,3,18,1,2
31,34.3,19,929.3,37.8,0,0,0.0,1998,3,21,17,2,2
44,21.8,72,945.5,21.24,0,0,0.0,2010,10,2,5,2,1
36,22.9,86,949.8,33.12,24,0,0.0,2025,10,6,19,1,1
28,24.9,92,1008.1,26.64,49,0,0.0,2022,8,12,20,0,0
5,22.9,67,946.0,23.04,19,0,0.0,2000,2,15,20,5,3
4,25.1,36,1007.4,33.48,48,0,0.0,2009,12,31,18,4,3
37,15.3,67,998.3,30.6,0,0,0.0,2014,1,8,2,6,3
44,26.0,82,938.6,49.68,99,1,0.0,1996,7,13,2,2,0
36,25.1,61,948.3,16.92,74,1,0.0,2003,4,10,7,4,2
27,19.2,58,981.6,32.4,0,0,0.0,2022,3,14,6,1,2
2,36.7,43,951.2,33.84,30,0,0.0,2021,7,17,12,2,0
20,20.8,84,1001.6,24.84,19,0,0.0,2016,3,6,1,3,2
13,22.7,89,930.5,47.88,100,1,0.0,2023,9,24,20,3,1
25,23.9,88,941.2,45.36,99,2,0.5,2013,6,8,16,2,0
42,28.4,76,1005.8,77.4,87,2,0.1,2017,8,8,13,5,0
16,23.8,71,958.0,19.08,83,1,0.0,2020,11,22,19,3,1
30,23.5,92,1007.7,20.16,73,2,0.2,2011,9,24,4,2,1
2,26.4,83,947.1,57.24,94,1,0.0,2003,8,25,9,1,0
10,31.9,69,974.7,46.8,17,0,0.0,2022,8,9,10,5,0
9,20.8,74,1010.7,33.12,0,0,0.0,1996,11,13,6,6,1
43,25.4,95,1008.9,16.92,100,1,0.0,2023,9,12,21,5,1
18,24.0,97,953.6,45.72,98,2,1.2,2021,9,13,0,1,1
9,27.0,86,1000.3,37.08,98,1,0.0,2021,9,10,20,0,1
31,33.1,33,926.3,4.68,69,1,0.0,2013,3,28,16,4,2
25,22.9,94,948.7,8.28,66,1,0.0,2003,3,9,7,3,2
31,19.4,66,931.4,36.72,58,0,0.0,2007,11,30,23,0,1
16,24.7,61,953.7,45.72,45,0,0.0,2011,3,25,1,0,2
42,28.6,71,1008.8,32.4,30,2,0.1,2011,10,14,11,0,1
11,18.4,48,899.7,6.84,88,1,0.0,2025,2,4,3,5,3
10,26.8,90,975.4,36.0,99,2,0.1,2001,7,26,0,4,0
31,22.2,87,931.4,9.36,89,2,0.1,2014,10,26,20,3,1
11,22.5,48,902.7,17.64,0,0,0.0,1998,3,16,21,1,2
12,13.2,55,991.7,36.0,95,1,0.0,2006,12,15,23,0,3
32,17.5,69,981.4,28.08,0,0,0.0,2025,1,7,8,5,3
14,19.8,49,986.6,32.4,94,1,0.0,1999,3,29,2,1,2
1,31.6,32,1006.7,2.88,8,0,0.0,2017,10,29,18,3,1
13,35.6,20,930.4,27.36,3,0,0.0,1999,3,31,13,6,2
32,30.0,28,975.7,19.8,0,0,0.0,2018,11,12,15,1,1
15,22.9,85,939.2,43.56,21,0,0.0,2009,8,12,20,6,0
13,24.0,72,930.1,31.68,0,0,0.0,2003,3,31,23,1,2
30,26.5,52,1012.5,51.12,0,0,0.0,2006,2,8,19,6,3
31,22.4,87,924.4,80.64,100,2,0.4,2000,6,30,12,0,0
37,35.5,17,998.3,22.68,20,0,0.0,2025,2,26,17,6,3
14,28.7,79,977.2,42.84,39,0,0.0,2008,8,12,21,5,0
13,21.4,72,934.8,28.44,10,0,0.0,2007,12,22,8,2,3
21,20.0,50,963.1,42.12,58,0,0.0,2010,1,28,0,4,3
6,23.5,78,987.5,99.36,95,1,0.0,2002,9,14,8,2,1
36,20.3,56,947.6,19.8,100,1,0.0,2023,3,14,4,5,2
44,37.3,27,941.7,75.96,0,0,0.0,2000,5,23,14,5,2
24,29.8,74,1005.1,30.24,29,0,0.0,2010,3,22,18,1,2
31,22.4,82,930.5,36.72,43,0,0.0,2023,11,24,21,0,1
6,19.1,18,990.7,53.64,42,0,0.0,2003,11,27,21,4,1
31,25.4,76,933.2,12.6,17,0,0.0,2016,3,31,8,4,2
44,21.5,37,952.3,10.08,0,0,0.0,2004,10,26,6,5,1
29,25.6,83,1008.0,16.2,8,0,0.0,2022,2,14,21,1,3
19,27.8,85,976.9,36.36,89,1,0.0,2011,8,30,21,5,0
36,22.9,77,945.3,21.24,8,0,0.0,2022,4,15,3,0,2
5,21.3,95,939.5,38.16,57,0,0.0,1996,9,15,6,3,1
16,37.7,27,949.0,45.0,14,0,0.0,2009,5,27,11,6,2
17,23.2,67,897.8,29.52,91,2,0.8,1999,12,1,13,6,3
35,36.1,15,963.9,12.96,0,0,0.0,2006,2,26,15,3,3
5,20.8,29,945.0,27.72,0,0,0.0,2022,2,21,23,1,3
6,32.2,56,979.2,86.4,37,0,0.0,2017,7,7,16,0,0
32,28.8,26,980.4,23.76,90,1,0.0,2007,1,24,16,6,3
3,19.1,49,974.7,31.68,0,0,0.0,2018,12,22,18,2,3
20,40.5,22,996.1,49.32,19,0,0.0,2016,5,13,14,0,2
8,20.6,79,1010.4,35.28,0,0,0.0,2017,2,4,23,2,3
18,24.3,39,963.2,45.0,0,0,0.0,2005,10,7,0,0,1
0,28.9,69,968.5,21.24,100,1,0.0,2009,7,6,17,1,0
24,29.0,78,1004.7,28.8,100,1,0.0,2006,6,19,13,1,0
16,21.7,89,954.2,25.92,19,0,0.0,2011,11,3,1,4,1
6,13.3,30,996.5,38.16,0,0,0.0,2002,1,2,1,6,3
2,32.2,13,957.7,31.32,0,0,0.0,2000,11,1,15,6,1
32,26.2,89,970.7,16.92,100,2,0.4,2020,7,8,23,6,0
31,25.2,67,926.7,51.84,34,0,0.0,2010,9,1,17,6,1
43,30.1,72,1007.2,39.96,81,1,0.0,2017,3,22,14,6,2
42,25.9,84,1012.5,15.12,73,1,0.0,2019,2,5,0,5,3
3,35.0,39,964.1,81.36,100,1,0.0,2018,6,14,12,4,0
9,28.9,74,999.1,55.08,100,1,0.0,2000,6,10,2,2,0
16,22.3,83,953.9,27.36,93,1,0.0,2002,8,27,1,5,0
44,27.4,81,940.8,23.4,100,1,0.0,2016,6,26,21,3,0
15,17.0,79,943.0,50.4,100,1,0.0,2025,11,29,7,2,1
14,28.5,77,978.1,16.92,26,0,0.0,2011,6,21,5,5,0
36,27.2,79,948.3,45.36,98,1,0.0,2015,5,29,21,0,2
3,29.0,31,965.9,42.84,0,0,0.0,2017,5,21,5,3,2
23,35.0,23,991.1,39.96,2,0,0.0,2008,5,7,9,6,2
41,29.5,75,1003.8,77.4,63,2,0.1,2012,6,10,10,3,0
24,25.3,95,1009.1,3.6,100,2,0.5,2011,6,5,22,3,0
4,29.5,70,995.8,62.64,100,1,0.0,2000,6,20,0,5,0
23,18.1,73,998.2,24.84,0,0,0.0,2004,11,4,2,4,1
6,38.0,11,984.8,24.84,0,0,0.0,1997,5,8,14,4,2
5,22.1,90,940.4,41.04,68,1,0.0,2014,8,12,2,5,0
18,39.3,28,953.1,12.24,4,0,0.0,2005,6,21,11,5,0
39,25.6,74,943.4,18.72,73,2,0.6,2015,10,6,14,5,1
27,18.9,79,979.5,24.12,34,0,0.0,2020,3,4,2,6,2
25,24.2,51,952.7,38.88,0,0,0.0,2005,11,4,9,0,1
29,25.4,92,1004.4,37.8,97,2,0.4,2009,6,5,6,0,0
18,38.2,32,951.6,33.84,94,1,0.0,2002,6,16,16,3,0
22,31.1,64,974.6,12.24,100,1,0.0,1998,7,18,14,2,0
12,12.9,71,995.4,36.0,19,0,0.0,2024,2,7,9,6,3
0,24.6,69,985.2,23.4,11,0,0.0,2014,2,24,22,1,3
7,20.9,92,909.4,41.04,100,1,0.0,2010,6,20,1,3,0
3,37.3,25,964.7,67.68,2,0,0.0,1999,5,30,13,3,2
46,27.2,64,926.8,31.68,85,1,0.0,2000,9,24,11,3,1
9,27.6,74,1003.6,58.68,12,0,0.0,2015,9,1,23,5,1
18,34.1,41,959.9,68.76,1,0,0.0,1997,6,7,12,2,0
44,22.8,95,939.6,49.68,99,1,0.0,1996,8,19,4,1,0
45,24.3,84,981.3,25.2,6,0,0.0,2014,10,19,1,3,1
22,34.4,45,980.3,21.96,40,0,0.0,2022,4,23,10,2,2
4,37.8,24,997.4,35.64,7,0,0.0,2016,6,4,20,2,0
16,29.8,50,945.0,95.04,100,1,0.0,2008,6,16,17,1,0
21,23.2,89,958.7,34.92,16,0,0.0,1998,9,23,7,6,1
21,31.3,29,954.9,30.96,22,0,0.0,2001,5,2,3,6,2
23,24.3,71,1001.3,29.88,42,0,0.0,2005,1,15,9,2,3
38,27.9,84,1003.1,16.2,99,1,0.0,2010,4,30,7,0,2
30,24.9,94,1006.2,12.96,100,1,0.0,2024,10,12,2,2,1
20,29.9,78,991.0,37.8,56,2,0.9,2013,6,19,15,6,0
37,26.6,91,986.2,62.28,100,2,2.0,2021,7,25,14,3,0
30,26.1,94,1002.7,36.36,99,1,0.0,2020,8,1,2,2,0
16,27.0,24,954.5,32.04,0,0,0.0,2000,1,3,16,1,3
46,23.8,92,926.9,16.92,59,0,0.0,2007,4,11,20,6,2
44,15.5,78,949.2,27.72,0,0,0.0,2000,2,4,0,0,3
0,16.9,68,983.3,28.8,10,0,0.0,2013,1,16,6,6,3
43,25.2,88,1004.8,30.24,99,2,0.4,2015,7,16,20,4,0
26,27.2,80,1008.0,25.2,20,0,0.0,2004,3,25,23,4,2
40,24.7,46,959.3,42.12,0,0,0.0,2008,11,6,22,4,1
7,25.5,58,911.3,76.68,100,1,0.0,2008,9,18,12,4,1
28,28.5,77,1008.3,31.32,26,0,0.0,2010,10,26,12,5,1
40,27.0,73,950.5,85.32,84,2,0.3,2019,9,1,16,3,1
11,19.2,92,896.2,20.52,100,1,0.0,2016,10,1,3,2,1
40,30.2,27,960.7,28.8,30,0,0.0,2013,2,5,19,5,3
38,25.4,89,999.6,12.96,65,1,0.0,2009,4,24,5,0,2
28,29.8,53,1010.5,27.36,39,0,0.0,2015,1,20,16,5,3
41,24.5,97,999.2,24.84,100,2,0.6,2022,9,13,6,5,1
34,11.1,78,995.9,28.44,0,0,0.0,2001,12,21,0,0,3
25,23.1,88,940.8,88.56,100,2,0.3,1996,7,23,15,5,0
41,29.4,84,1004.7,110.88,17,0,0.0,2016,5,24,23,5,2
38,25.7,67,1002.6,30.96,0,0,0.0,2014,11,27,20,4,1
29,30.2,52,1014.7,13.32,98,1,0.0,2026,1,27,10,5,3
15,24.4,57,939.0,24.84,34,0,0.0,2005,10,23,18,3,1
10,10.9,95,988.7,36.72,0,0,0.0,2024,1,18,1,4,3
3,39.5,15,968.0,57.6,2,0,0.0,2017,4,4,15,5,2
7,18.7,95,912.3,48.96,100,1,0.0,2003,12,26,3,0,3
22,21.6,72,981.5,12.24,30,0,0.0,2009,12,31,0,4,3
15,25.9,87,941.3,49.68,94,1,0.0,2020,5,7,0,4,2
11,28.8,44,902.0,6.48,1,0,0.0,2018,4,24,9,5,2
4,33.3,56,993.8,68.76,94,1,0.0,2007,6,12,20,5,0
31,25.9,70,925.5,66.24,100,1,0.0,2017,7,2,17,3,0
14,21.3,35,995.6,52.56,0,0,0.0,2000,12,18,15,1,3
29,24.9,95,1006.9,10.44,69,2,0.4,2023,9,9,20,2,1
12,31.5,34,982.1,20.88,0,0,0.0,2001,10,26,16,0,1
37,25.1,82,992.7,31.32,97,1,0.0,2017,9,9,22,2,1
27,27.3,72,974.5,81.0,71,1,0.0,2015,7,31,9,0,0
18,20.0,77,964.7,32.76,86,1,0.0,2019,11,13,3,6,1
26,25.2,91,1014.1,18.72,77,1,0.0,1997,10,4,0,2,1
22,40.8,14,970.4,12.96,87,1,0.0,2012,5,22,18,5,2
4,29.2,26,1006.5,12.96,25,0,0.0,2002,11,19,18,5,1
30,21.6,83,1010.8,18.72,0,0,0.0,2012,12,1,1,2,3
39,25.3,74,949.2,40.32,83,2,0.1,2006,11,20,10,1,1
30,27.5,48,1009.4,57.96,6,0,0.0,2024,12,24,15,5,3
5,26.7,36,949.9,53.64,0,0,0.0,2004,1,4,12,3,3
30,30.1,35,1012.2,6.84,0,0,0.0,2025,1,21,11,5,3
23,25.1,93,992.4,30.96,100,2,0.4,2014,9,13,21,2,1
2,36.6,32,944.7,39.24,83,1,0.0,1999,6,12,16,2,0
32,23.6,46,981.6,29.16,71,1,0.0,2006,1,4,10,6,3
29,27.4,84,1006.6,32.04,95,2,0.2,1996,9,13,11,0,1
31,25.5,68,928.5,27.72,36,3,5.6,2006,3,10,16,0,2
34,28.4,70,972.0,24.84,28,0,0.0,2004,6,23,23,6,0
29,28.8,72,1005.1,42.48,45,0,0.0,2010,11,24,14,6,1
32,28.5,31,976.4,13.32,0,0,0.0,2016,2,9,17,5,3
25,22.8,96,936.1,64.44,100,2,0.8,1996,6,17,4,1,0
29,22.6,96,1009.1,19.44,32,0,0.0,2013,2,4,4,1,3
16,26.6,30,957.8,47.88,10,0,0.0,2019,3,14,23,4,2
8,32.5,56,1004.0,33.12,10,0,0.0,2023,9,5,11,5,1
25,24.3,88,949.4,24.48,2,0,0.0,1997,3,18,2,5,2
13,26.5,46,933.5,65.52,97,1,0.0,2007,12,4,12,5,3
18,28.6,76,954.5,18.72,99,2,0.1,2003,7,6,20,3,0
28,26.8,74,1006.9,11.16,67,1,0.0,2010,12,30,18,4,3
29,26.5,91,1006.2,55.8,74,2,1.4,2018,6,19,11,5,0
3,27.2,71,966.1,50.04,95,1,0.0,2008,7,17,8,4,0
45,22.8,79,978.9,21.6,33,0,0.0,2005,10,5,4,6,1
18,31.9,23,954.8,46.08,6,0,0.0,2015,6,7,23,3,0
1,27.8,41,1005.4,23.76,0,0,0.0,2007,12,25,17,5,3
31,22.0,87,928.4,12.6,42,0,0.0,2025,4,9,1,6,2
10,41.5,16,974.8,75.96,3,0,0.0,2021,5,29,18,2,2
2,27.8,78,950.4,14.4,100,1,0.0,2010,9,2,19,4,1
22,23.1,66,982.6,28.44,5,0,0.0,2006,12,26,20,5,3
11,21.1,98,896.0,50.76,100,1,0.0,2017,5,25,3,4,2
21,17.5,46,956.3,30.24,0,0,0.0,2011,2,9,4,6,3
16,24.4,88,949.5,38.88,78,1,0.0,1998,10,11,18,3,1
17,20.4,96,898.4,40.32,100,1,0.0,2023,11,3,7,0,1
43,25.9,90,1008.5,25.92,83,1,0.0,1998,9,7,9,1,1
11,19.6,97,894.5,34.56,100,2,0.4,2003,7,4,18,0,0
29,28.2,80,1003.5,20.16,20,0,0.0,2022,4,16,19,2,2
8,31.9,71,999.1,28.8,100,2,0.1,2023,7,3,15,1,0
18,25.6,92,958.3,24.12,9,0,0.0,2020,9,9,1,6,1
14,21.6,67,991.0,14.4,0,0,0.0,2019,10,9,5,6,1
6,30.5,59,979.6,107.28,34,0,0.0,2013,6,22,9,2,0
27,31.7,48,976.1,78.12,0,0,0.0,2004,5,25,7,5,2
32,27.8,36,977.8,23.4,0,0,0.0,2025,2,9,20,3,3
25,18.2,94,945.2,19.44,0,0,0.0,2012,3,4,5,3,2
11,14.8,72,898.6,33.48,26,0,0.0,2025,12,25,1,4,3
10,31.0,74,975.1,49.68,93,2,0.1,2014,7,28,13,1,0
17,19.1,89,895.9,34.92,100,2,0.8,2006,7,14,16,0,0
13,25.6,69,928.3,44.28,0,0,0.0,2016,4,13,22,6,2
21,31.3,29,960.7,65.52,12,0,0.0,2003,11,10,15,1,1
25,27.8,54,947.5,47.88,0,0,0.0,2006,4,2,20,3,2
40,40.6,12,951.9,33.12,9,0,0.0,1996,4,26,15,0,2
14,15.4,44,995.4,28.8,0,0,0.0,2023,2,13,19,1,3
13,33.2,19,930.0,28.44,5,0,0.0,2005,2,27,16,3,3
42,24.8,92,1007.7,36.36,91,2,0.7,2008,6,2,20,1,0
16,25.6,81,957.3,20.16,39,2,0.2,2008,10,9,8,4,1
27,32.5,42,975.0,26.64,12,0,0.0,2009,9,22,19,5,1
34,29.0,81,978.2,12.24,99,1,0.0,2003,8,31,12,3,0
5,21.1,26,942.6,31.32,0,0,0.0,1999,3,29,5,1,2
31,33.4,30,928.8,37.44,93,1,0.0,2010,3,16,15,5,2
10,40.3,22,972.8,105.12,0,0,0.0,2002,6,14,12,0,0
13,25.2,73,926.5,81.72,46,0,0.0,2017,7,25,17,5,0
45,24.9,89,976.1,28.08,100,1,0.0,1999,8,24,2,5,0
12,28.0,57,974.8,21.96,0,0,0.0,1998,6,4,3,4,0
8,18.8,64,1012.5,35.28,47,0,0.0,1997,12,28,2,3,3
40,30.2,41,955.3,30.6,39,0,0.0,2000,4,7,3,0,2
5,28.3,45,947.8,34.56,81,1,0.0,2021,1,1,13,0,3
40,29.6,54,952.7,47.52,74,1,0.0,2000,7,28,15,0,0
14,23.2,60,988.2,20.88,4,0,0.0,2000,10,8,6,3,1
31,28.7,66,931.6,2.52,11,0,0.0,1998,4,25,9,2,2
43,24.6,95,1009.0,6.48,18,0,0.0,2009,3,13,6,0,2
43,24.5,97,1007.7,12.24,100,1,0.0,2004,5,28,23,0,2
31,26.5,54,928.9,14.4,40,0,0.0,2015,3,1,19,3,2
33,22.1,94,937.5,85.32,100,2,0.1,2001,6,14,2,4,0
16,22.4,95,949.2,27.0,100,1,0.0,2007,8,1,5,6,0
34,33.4,53,976.3,23.76,40,0,0.0,2002,7,17,22,6,0
33,21.5,95,944.6,44.64,100,1,0.0,2013,8,30,5,0,0
9,29.3,45,1009.2,30.24,0,0,0.0,2010,11,3,19,6,1
8,38.4,26,1007.8,36.36,0,0,0.0,2010,4,23,11,0,2
33,24.1,80,946.4,15.48,55,0,0.0,2010,10,13,18,6,1
46,23.0,95,927.0,14.4,83,1,0.0,2017,4,9,21,3,2
22,30.8,51,973.0,22.68,11,0,0.0,2011,5,26,1,4,2
29,24.9,92,1007.3,89.28,99,3,5.6,2012,8,26,12,3,0
45,21.2,60,985.4,23.76,44,0,0.0,2002,1,5,21,2,3
34,12.2,72,993.2,33.48,0,0,0.0,2025,12,8,6,1,3
1,30.9,24,1005.3,25.2,1,0,0.0,2004,11,6,16,2,1
43,28.2,83,1008.6,7.92,32,0,0.0,2019,4,11,0,4,2
31,25.1,73,930.3,42.12,52,0,0.0,2015,4,11,20,2,2
43,23.7,96,1005.4,14.04,49,0,0.0,2013,11,22,3,0,1
45,34.1,39,976.4,25.2,23,0,0.0,2000,5,3,20,6,2
41,22.8,80,1008.1,15.48,92,1,0.0,2013,3,12,4,5,2
40,28.3,70,953.6,79.92,99,1,0.0,2016,7,5,12,5,0
9,25.5,87,991.4,72.36,100,2,0.5,2007,8,9,1,4,0
42,30.6,67,1010.5,19.44,78,1,0.0,1998,4,7,11,5,2
30,26.0,93,1008.2,11.88,21,2,0.1,2017,9,5,5,5,1
23,33.5,53,985.7,54.72,87,1,0.0,1996,7,17,14,6,0
15,18.2,40,944.2,34.56,0,0,0.0,2004,11,29,2,1,1
8,33.3,26,1010.1,16.2,0,0,0.0,2003,11,15,14,2,1
33,23.8,83,946.4,63.36,48,0,0.0,2003,5,22,7,4,2
2,27.8,40,959.0,32.76,23,0,0.0,2015,10,19,21,1,1
11,18.3,93,896.3,28.08,5,0,0.0,2025,4,12,4,2,2
0,28.4,39,981.3,46.8,40,0,0.0,2020,1,29,16,6,3
6,30.3,30,996.3,31.32,0,0,0.0,2011,11,21,11,1,1
0,16.7,56,984.6,25.56,0,0,0.0,1999,12,21,6,5,3
43,27.8,84,1007.3,11.88,95,1,0.0,2002,5,23,19,4,2
11,19.1,98,898.4,29.88,100,1,0.0,2004,11,8,5,1,1
24,29.0,65,1004.9,28.8,94,1,0.0,2001,6,8,13,0,0
28,26.0,94,1009.6,3.6,100,2,3.3,1998,5,27,19,6,2
37,35.5,39,987.4,28.8,21,0,0.0,2011,7,5,15,5,0
13,25.9,55,931.8,50.04,94,1,0.0,2013,11,18,15,1,1
18,13.8,63,964.8,26.28,0,0,0.0,2021,1,20,21,6,3
28,23.9,95,1008.5,2.52,99,2,0.2,2012,10,2,2,5,1
4,19.5,57,1008.5,26.64,0,0,0.0,2005,11,15,1,5,1
36,22.5,81,945.2,19.8,1,0,0.0,2005,5,1,1,3,2
23,24.5,84,997.0,12.24,67,1,0.0,2011,10,31,7,1,1
13,21.4,98,925.8,73.44,100,2,0.3,2022,9,10,19,2,1
4,32.3,63,993.4,79.56,31,0,0.0,2004,6,19,17,2,0
42,23.2,98,1005.7,14.76,100,1,0.0,2021,11,19,0,0,1
17,20.4,92,895.1,13.68,99,2,1.5,2007,10,27,15,2,1
41,26.7,65,1007.7,28.44,0,0,0.0,2020,3,31,19,5,2
0,30.8,49,979.9,34.92,30,0,0.0,2016,3,16,19,6,2
39,15.4,79,947.5,30.24,2,0,0.0,2004,12,18,6,2,3
15,21.6,88,944.7,46.8,88,1,0.0,2025,12,5,2,0,3
12,2.3,100,993.2,22.32,100,1,0.0,2019,12,31,5,5,3
36,27.2,46,951.2,27.36,0,0,0.0,2007,11,10,9,2,1
44,24.5,83,944.7,21.24,64,1,0.0,2006,9,17,0,3,1
14,14.8,69,987.8,6.84,0,0,0.0,2025,3,8,3,2,2
2,23.8,38,962.9,37.8,2,0,0.0,2015,12,2,11,6,3
27,33.9,48,976.8,59.4,7,0,0.0,2015,7,1,11,6,0
28,24.4,88,1005.2,16.92,100,1,0.0,2010,12,6,22,1,3
26,29.0,53,1011.7,48.24,42,0,0.0,2022,1,3,9,1,3
11,25.2,41,900.9,13.32,3,0,0.0,2023,10,14,18,2,1
33,29.8,60,940.6,53.28,36,0,0.0,2021,5,31,17,1,2
44,34.4,38,943.1,45.0,2,0,0.0,1999,5,14,11,0,2
1,26.7,88,994.7,17.28,100,1,0.0,2011,8,4,3,4,0
35,17.7,62,973.3,20.16,0,0,0.0,1998,12,26,8,2,3
37,31.2,37,992.8,47.88,0,0,0.0,2003,10,10,18,0,1
22,31.8,53,973.4,72.36,4,0,0.0,2021,5,15,21,2,2
3,17.4,76,978.2,29.52,15,0,0.0,2003,1,4,7,2,3
30,24.8,89,1008.2,27.0,49,0,0.0,1996,3,17,0,3,2
29,26.5,80,1009.9,31.32,95,1,0.0,2004,10,12,20,5,1
28,29.4,62,1012.3,30.24,28,0,0.0,2005,3,5,19,2,2
23,18.9,97,999.5,22.68,0,0,0.0,2024,1,1,4,1,3
32,22.0,24,978.7,16.92,0,0,0.0,1997,2,12,19,6,3
43,24.0,93,1009.7,28.08,72,2,0.3,2005,7,12,7,5,0
41,22.2,92,1008.5,43.56,24,0,0.0,2001,3,14,0,6,2
31,20.3,94,930.2,35.64,100,2,0.6,1998,11,4,8,6,1
0,25.1,93,976.5,13.68,100,1,0.0,2007,9,8,22,2,1
39,23.3,37,946.0,32.04,12,0,0.0,2001,1,7,20,3,3
14,26.9,87,982.7,23.76,1,0,0.0,2004,8,24,2,5,0
